Length,Diameter,Height,ShuckedWeight,VisceraWeight,ShellWeight,WholeWeight,NumRings,Sex
0.47,0.345,0.14,0.229,0.1105,0.116,0.4615,9,I
0.47,0.35,0.125,0.19,0.1165,0.1175,0.4315,6,I
0.47,0.355,0.12,0.126,0.0835,0.1365,0.3685,6,I
0.475,0.37,0.125,0.347,0.136,0.142,0.649,8,M
0.475,0.365,0.115,0.2175,0.093,0.1165,0.459,7,I
0.475,0.365,0.115,0.281,0.117,0.1335,0.566,7,F
0.48,0.36,0.125,0.2795,0.1025,0.147,0.542,7,I
0.485,0.38,0.12,0.2075,0.1075,0.147,0.4725,6,I
0.485,0.39,0.085,0.2945,0.103,0.198,0.6435,8,M
0.485,0.37,0.13,0.2485,0.105,0.1555,0.526,6,M
0.495,0.38,0.12,0.2655,0.1285,0.144,0.573,7,F
0.505,0.385,0.105,0.239,0.1245,0.1555,0.5525,9,M
0.505,0.38,0.135,0.361,0.1565,0.161,0.6855,9,F
0.515,0.395,0.125,0.2695,0.096,0.17,0.556,8,I
0.515,0.425,0.145,0.497,0.181,0.2185,0.9365,8,M
0.515,0.4,0.125,0.25,0.1245,0.17,0.5625,7,I
0.52,0.4,0.125,0.254,0.139,0.149,0.559,8,M
0.525,0.4,0.14,0.3685,0.145,0.1735,0.7205,8,M
0.53,0.43,0.13,0.346,0.1415,0.189,0.7045,9,I
0.53,0.4,0.125,0.398,0.151,0.175,0.7575,8,M
0.545,0.41,0.14,0.3565,0.1775,0.203,0.7405,9,F
0.55,0.43,0.14,0.375,0.218,0.1945,0.84,8,F
0.55,0.425,0.16,0.343,0.2035,0.215,0.793,9,M
0.56,0.43,0.15,0.453,0.161,0.22,0.8745,8,F
0.56,0.435,0.15,0.4755,0.1835,0.1835,0.8715,9,F
0.57,0.445,0.15,0.504,0.207,0.249,0.9875,8,M
0.575,0.465,0.15,0.595,0.2065,0.238,1.08,9,M
0.575,0.46,0.165,0.4005,0.2465,0.2385,0.9155,8,M
0.58,0.46,0.175,0.65,0.2205,0.3055,1.165,9,F
0.58,0.435,0.14,0.475,0.2165,0.2095,0.953,9,F
0.585,0.455,0.15,0.4095,0.23,0.2335,0.906,8,M
0.59,0.44,0.15,0.387,0.215,0.245,0.8725,8,M
0.59,0.465,0.15,0.613,0.239,0.2515,1.151,9,F
0.59,0.46,0.145,0.453,0.2205,0.275,0.9905,8,F
0.595,0.455,0.16,0.452,0.2655,0.288,1.04,9,F
0.6,0.455,0.155,0.4365,0.2085,0.25,0.945,8,M
0.6,0.465,0.2,0.6405,0.1985,0.357,1.259,9,M
0.605,0.485,0.165,0.4535,0.193,0.2765,0.9515,11,F
0.605,0.485,0.16,0.417,0.2875,0.38,1.201,9,F
0.605,0.515,0.17,0.6,0.2945,0.3315,1.289,9,F
0.61,0.485,0.17,0.5125,0.229,0.305,1.1005,11,F
0.615,0.475,0.13,0.353,0.1915,0.251,0.8425,8,I
0.62,0.485,0.155,0.462,0.231,0.25,1.049,10,M
0.62,0.435,0.155,0.477,0.236,0.275,1.012,8,F
0.62,0.48,0.165,0.4815,0.235,0.312,1.0725,9,M
0.625,0.52,0.175,0.691,0.322,0.3465,1.4105,10,M
0.625,0.47,0.18,0.451,0.3245,0.305,1.136,11,M
0.63,0.47,0.145,0.52,0.26,0.276,1.1005,9,M
0.63,0.5,0.175,0.467,0.268,0.329,1.1105,10,F
0.63,0.455,0.15,0.481,0.2745,0.305,1.1315,9,M
0.63,0.48,0.15,0.6605,0.2425,0.31,1.271,11,M
0.63,0.49,0.225,0.6805,0.259,0.3245,1.336,10,F
0.635,0.505,0.145,0.505,0.2655,0.315,1.1345,10,F
0.635,0.51,0.185,0.544,0.318,0.377,1.308,8,M
0.64,0.515,0.205,0.6635,0.3345,0.4025,1.5335,9,F
0.645,0.515,0.175,0.7035,0.365,0.415,1.546,10,F
0.645,0.51,0.155,0.6405,0.3585,0.43,1.539,11,M
0.645,0.505,0.165,0.55,0.3015,0.335,1.318,11,F
0.65,0.545,0.175,0.59,0.326,0.495,1.5245,10,F
0.65,0.515,0.175,0.677,0.3045,0.4,1.466,10,M
0.65,0.5,0.16,0.702,0.304,0.3195,1.3825,9,F
0.65,0.485,0.14,0.475,0.2435,0.215,1.175,8,M
0.655,0.54,0.215,0.695,0.296,0.444,1.5555,11,F
0.655,0.51,0.215,0.8885,0.4095,0.4195,1.7835,11,M
0.66,0.505,0.165,0.589,0.351,0.345,1.374,10,M
0.665,0.515,0.18,0.5945,0.324,0.395,1.389,10,F
0.67,0.545,0.2,0.833,0.374,0.41,1.7025,11,M
0.67,0.51,0.175,0.651,0.4475,0.345,1.5265,10,M
0.67,0.5,0.19,0.616,0.388,0.415,1.519,10,M
0.68,0.5,0.185,0.7665,0.3255,0.4685,1.741,12,F
0.68,0.515,0.17,0.8415,0.306,0.395,1.6115,11,M
0.69,0.525,0.2,0.9165,0.3325,0.461,1.7825,12,M
0.7,0.55,0.17,0.7535,0.3265,0.32,1.684,11,F
0.7,0.555,0.2,0.73,0.3665,0.595,1.858,11,M
0.705,0.56,0.165,0.797,0.4095,0.388,1.675,10,M
0.72,0.565,0.2,1.017,0.363,0.494,2.1055,12,M
0.725,0.575,0.24,1.351,0.413,0.5015,2.21,13,M
0.74,0.57,0.18,0.9115,0.427,0.446,1.8725,10,M
0.75,0.55,0.18,0.942,0.397,0.445,1.893,11,M
0.21,0.17,0.045,0.019,0.011,0.013,0.0475,5,I
0.285,0.21,0.055,0.0415,0.017,0.0335,0.101,5,I
0.295,0.215,0.07,0.047,0.0155,0.0405,0.121,6,I
0.3,0.23,0.085,0.05,0.0175,0.0415,0.117,6,I
0.305,0.225,0.09,0.063,0.034,0.0415,0.1465,6,I
0.335,0.255,0.08,0.079,0.0355,0.05,0.168,5,I
0.35,0.26,0.075,0.09,0.0245,0.055,0.18,5,I
0.355,0.27,0.075,0.079,0.0315,0.054,0.1775,6,I
0.355,0.26,0.09,0.0715,0.0495,0.058,0.1985,7,I
0.36,0.27,0.095,0.073,0.056,0.061,0.2,8,I
0.36,0.275,0.075,0.0985,0.044,0.066,0.2205,7,I
0.36,0.265,0.075,0.083,0.0365,0.055,0.1845,7,I
0.365,0.27,0.085,0.0935,0.0525,0.066,0.2225,7,I
0.37,0.27,0.095,0.097,0.046,0.065,0.2175,6,I
0.375,0.28,0.08,0.0935,0.0925,0.07,0.2165,7,I
0.38,0.285,0.095,0.0895,0.0665,0.075,0.243,7,I
0.38,0.29,0.1,0.108,0.0395,0.082,0.237,6,I
0.385,0.29,0.09,0.1,0.0505,0.076,0.2365,8,I
0.385,0.28,0.095,0.119,0.059,0.07,0.257,7,I
0.385,0.3,0.09,0.1525,0.056,0.0835,0.308,8,I
0.39,0.3,0.09,0.1065,0.053,0.08,0.252,7,I
0.39,0.285,0.1,0.1275,0.062,0.077,0.281,7,I
0.39,0.29,0.1,0.095,0.0465,0.073,0.2225,7,I
0.41,0.3,0.09,0.129,0.071,0.0955,0.304,8,I
0.41,0.3,0.09,0.141,0.0575,0.075,0.28,8,I
0.415,0.325,0.1,0.139,0.0625,0.0965,0.313,7,I
0.425,0.325,0.11,0.135,0.048,0.09,0.317,8,I
0.425,0.315,0.08,0.131,0.0585,0.095,0.303,7,I
0.435,0.335,0.1,0.129,0.07,0.11,0.3295,7,I
0.435,0.325,0.11,0.1595,0.08,0.105,0.367,6,I
0.45,0.34,0.095,0.1385,0.064,0.105,0.3245,8,I
0.45,0.335,0.11,0.181,0.085,0.1345,0.4195,7,I
0.455,0.36,0.115,0.2085,0.0855,0.147,0.457,10,I
0.46,0.35,0.11,0.176,0.083,0.1205,0.4,7,I
0.46,0.355,0.11,0.2015,0.081,0.13,0.4255,7,I
0.465,0.37,0.12,0.188,0.0815,0.147,0.4365,9,I
0.465,0.345,0.11,0.1825,0.0735,0.12,0.393,8,I
0.47,0.355,0.125,0.21,0.0985,0.155,0.499,8,I
0.475,0.36,0.145,0.2825,0.137,0.19,0.6325,8,I
0.475,0.36,0.1,0.1965,0.099,0.112,0.4285,7,M
0.475,0.36,0.125,0.205,0.1305,0.125,0.4905,8,I
0.48,0.37,0.125,0.179,0.1035,0.175,0.474,9,I
0.48,0.37,0.12,0.251,0.114,0.15,0.536,8,I
0.48,0.355,0.16,0.221,0.106,0.239,0.464,8,M
0.485,0.375,0.13,0.2935,0.1285,0.16,0.6025,7,I
0.49,0.375,0.115,0.204,0.0945,0.143,0.4615,8,I
0.49,0.4,0.135,0.3035,0.1285,0.169,0.624,8,I
0.495,0.37,0.125,0.2075,0.091,0.15,0.4715,8,I
0.495,0.4,0.105,0.2505,0.1265,0.19,0.602,8,I
0.5,0.4,0.12,0.261,0.143,0.1935,0.616,8,I
0.5,0.39,0.12,0.2455,0.147,0.173,0.5955,8,I
0.5,0.375,0.14,0.2375,0.135,0.169,0.559,9,I
0.51,0.395,0.13,0.281,0.143,0.162,0.6025,7,I
0.515,0.375,0.11,0.3005,0.131,0.15,0.6065,6,F
0.515,0.36,0.125,0.1815,0.125,0.138,0.4725,9,I
0.515,0.35,0.105,0.213,0.123,0.1275,0.4745,10,I
0.515,0.395,0.125,0.32,0.14,0.17,0.6635,8,I
0.515,0.39,0.125,0.238,0.1265,0.185,0.5705,8,I
0.52,0.41,0.145,0.2965,0.1595,0.165,0.646,9,I
0.52,0.39,0.13,0.2355,0.1095,0.1895,0.5545,7,I
0.525,0.415,0.145,0.3525,0.1635,0.2875,0.845,8,M
0.525,0.39,0.12,0.3115,0.147,0.178,0.664,9,I
0.525,0.38,0.135,0.261,0.159,0.175,0.615,8,I
0.525,0.4,0.14,0.305,0.16,0.169,0.654,7,I
0.525,0.4,0.155,0.282,0.1605,0.225,0.707,9,M
0.53,0.42,0.12,0.2555,0.141,0.177,0.5965,7,I
0.53,0.43,0.135,0.245,0.1455,0.2135,0.6255,10,I
0.53,0.4,0.145,0.1935,0.1305,0.195,0.555,9,I
0.53,0.42,0.13,0.3745,0.167,0.249,0.8365,11,I
0.535,0.4,0.13,0.2835,0.162,0.175,0.657,7,I
0.54,0.43,0.17,0.3725,0.1815,0.24,0.836,9,I
0.54,0.425,0.14,0.32,0.1395,0.25,0.742,9,I
0.54,0.43,0.14,0.3935,0.1725,0.2295,0.8195,9,I
0.54,0.455,0.14,0.419,0.255,0.269,0.972,10,M
0.54,0.42,0.14,0.2505,0.1175,0.235,0.6275,9,I
0.54,0.425,0.13,0.2955,0.169,0.225,0.7205,10,I
0.54,0.425,0.135,0.3475,0.1545,0.213,0.686,8,I
0.545,0.4,0.13,0.3285,0.1455,0.18,0.686,9,I
0.545,0.375,0.12,0.2375,0.1155,0.1725,0.543,8,I
0.545,0.42,0.125,0.358,0.112,0.22,0.717,8,I
0.55,0.435,0.14,0.327,0.1685,0.259,0.7625,10,M
0.55,0.425,0.15,0.269,0.1345,0.217,0.639,9,I
0.55,0.42,0.135,0.3995,0.1485,0.23,0.816,12,I
0.55,0.415,0.145,0.373,0.16,0.2215,0.7815,8,I
0.55,0.425,0.15,0.339,0.176,0.21,0.7665,8,I
0.555,0.395,0.13,0.222,0.1245,0.17,0.5585,9,I
0.555,0.435,0.14,0.3945,0.15,0.206,0.765,8,I
0.555,0.46,0.145,0.3845,0.158,0.2765,0.9005,11,I
0.56,0.445,0.15,0.3685,0.187,0.236,0.8225,10,I
0.56,0.44,0.13,0.349,0.149,0.2,0.7235,8,I
0.56,0.425,0.135,0.3265,0.221,0.2645,0.849,10,M
0.565,0.42,0.155,0.31,0.186,0.231,0.743,9,I
0.565,0.44,0.15,0.435,0.149,0.27,0.863,9,F
0.565,0.44,0.125,0.3595,0.1825,0.215,0.802,9,M
0.565,0.43,0.15,0.4245,0.1735,0.219,0.831,10,M
0.57,0.45,0.135,0.3345,0.185,0.21,0.7805,8,F
0.57,0.45,0.14,0.3385,0.148,0.245,0.795,9,M
0.57,0.435,0.17,0.4,0.166,0.25,0.848,9,I
0.57,0.43,0.145,0.354,0.144,0.2815,0.833,10,I
0.57,0.445,0.155,0.3705,0.1705,0.28,0.867,9,I
0.57,0.445,0.145,0.306,0.172,0.1825,0.7405,12,I
0.575,0.455,0.165,0.3765,0.1805,0.268,0.867,8,M
0.575,0.425,0.135,0.364,0.196,0.239,0.7965,10,I
0.575,0.47,0.155,0.509,0.238,0.34,1.116,10,F
0.575,0.45,0.125,0.3275,0.188,0.235,0.78,9,I
0.575,0.47,0.185,0.3745,0.2175,0.355,0.985,10,M
0.575,0.465,0.195,0.417,0.247,0.47,0.9965,8,F
0.575,0.445,0.17,0.3475,0.1465,0.25,0.8015,9,I
0.575,0.45,0.135,0.3615,0.176,0.254,0.807,10,I
0.575,0.435,0.15,0.4605,0.218,0.36,1.0305,8,F
0.575,0.445,0.16,0.4005,0.198,0.239,0.839,9,M
0.575,0.44,0.16,0.483,0.166,0.275,0.9615,13,M
0.58,0.435,0.15,0.428,0.1515,0.23,0.834,8,F
0.58,0.46,0.155,0.469,0.2225,0.295,1.0335,10,M
0.58,0.43,0.13,0.365,0.173,0.2285,0.798,10,M
0.58,0.445,0.125,0.303,0.1405,0.235,0.7095,9,I
0.585,0.445,0.14,0.4305,0.2205,0.253,0.913,10,F
0.59,0.49,0.165,0.559,0.235,0.309,1.207,10,M
0.59,0.45,0.145,0.428,0.268,0.265,1.022,10,I
0.59,0.46,0.145,0.419,0.1785,0.26,0.9015,11,I
0.595,0.435,0.15,0.4175,0.17,0.265,0.9,8,F
0.595,0.45,0.14,0.3965,0.194,0.217,0.838,10,M
0.595,0.45,0.145,0.463,0.2065,0.2535,0.959,10,M
0.595,0.46,0.15,0.377,0.1925,0.235,0.8335,8,I
0.6,0.46,0.155,0.427,0.2045,0.3,0.9735,8,F
0.6,0.475,0.15,0.575,0.196,0.305,1.13,9,F
0.6,0.48,0.165,0.4135,0.1965,0.2725,0.9165,9,M
0.6,0.48,0.17,0.38,0.2225,0.29,0.9175,8,I
0.6,0.48,0.18,0.4495,0.2455,0.325,1.0645,10,F
0.6,0.47,0.165,0.504,0.241,0.275,1.059,9,M
0.6,0.47,0.16,0.5625,0.3045,0.2635,1.194,10,M
0.605,0.455,0.145,0.468,0.1775,0.275,0.9775,9,F
0.605,0.475,0.145,0.3835,0.1905,0.27,0.884,8,M
0.605,0.47,0.145,0.379,0.2265,0.22,0.8025,9,I
0.605,0.48,0.14,0.4735,0.2345,0.24,0.991,8,F
0.605,0.47,0.155,0.393,0.224,0.3345,0.974,9,F
0.605,0.505,0.18,0.7285,0.264,0.431,1.434,11,F
0.61,0.475,0.155,0.4565,0.228,0.266,0.983,10,M
0.61,0.465,0.16,0.4835,0.2515,0.28,1.0725,10,F
0.61,0.485,0.15,0.6025,0.2915,0.3085,1.2405,12,F
0.61,0.47,0.16,0.449,0.2345,0.2945,1.022,9,M
0.61,0.475,0.16,0.3835,0.223,0.379,1.1155,10,F
0.61,0.465,0.125,0.436,0.19,0.26,0.9225,9,I
0.61,0.47,0.17,0.5225,0.2405,0.31,1.1185,9,M
0.61,0.485,0.18,0.5735,0.2855,0.355,1.2795,7,F
0.615,0.47,0.16,0.473,0.2395,0.28,1.0175,10,M
0.615,0.475,0.175,0.6035,0.261,0.311,1.224,9,M
0.62,0.485,0.18,0.4935,0.256,0.315,1.154,12,I
0.62,0.515,0.155,0.6685,0.2605,0.335,1.3255,12,F
0.62,0.515,0.175,0.535,0.241,0.395,1.221,13,M
0.62,0.54,0.165,0.4995,0.2435,0.357,1.139,11,F
0.62,0.49,0.16,0.446,0.246,0.305,1.066,11,I
0.62,0.48,0.18,0.582,0.2695,0.313,1.2215,12,F
0.62,0.47,0.14,0.3595,0.16,0.295,0.8565,9,I
0.62,0.45,0.135,0.358,0.2265,0.2965,0.924,10,I
0.62,0.48,0.15,0.6285,0.2575,0.309,1.266,12,M
0.62,0.48,0.175,0.464,0.2225,0.3,1.0405,9,F
0.625,0.49,0.165,0.4895,0.2615,0.3325,1.1165,11,M
0.625,0.475,0.16,0.5005,0.2355,0.3105,1.0845,10,M
0.625,0.5,0.17,0.4645,0.22,0.354,1.0985,9,M
0.625,0.47,0.155,0.643,0.2055,0.3145,1.1955,12,I
0.625,0.485,0.175,0.6765,0.2615,0.3705,1.362,10,F
0.625,0.485,0.15,0.438,0.2865,0.278,1.044,9,I
0.63,0.505,0.17,0.4615,0.266,0.3,1.0915,9,M
0.63,0.5,0.18,0.514,0.2325,0.3995,1.1965,8,F
0.63,0.49,0.17,0.5255,0.273,0.339,1.1745,11,M
0.63,0.485,0.165,0.6565,0.2315,0.3035,1.233,10,M
0.63,0.495,0.175,0.605,0.271,0.328,1.2695,11,M
0.635,0.5,0.165,0.715,0.3445,0.3615,1.489,13,I
0.635,0.5,0.17,0.611,0.309,0.418,1.4345,12,M
0.635,0.49,0.175,0.5805,0.313,0.305,1.2435,10,F
0.635,0.49,0.17,0.5385,0.2665,0.38,1.2615,9,F
0.64,0.505,0.165,0.5215,0.2695,0.36,1.2235,10,F
0.64,0.515,0.18,0.5475,0.2925,0.3685,1.247,10,M
0.64,0.525,0.185,0.763,0.4205,0.4435,1.707,11,M
0.645,0.505,0.15,0.519,0.2615,0.335,1.1605,10,M
0.645,0.5,0.175,0.5645,0.288,0.386,1.286,12,M
0.645,0.5,0.19,0.741,0.3715,0.3845,1.5595,14,M
0.645,0.51,0.19,0.605,0.345,0.48,1.4745,9,M
0.645,0.51,0.195,0.5885,0.2215,0.3745,1.226,10,M
0.645,0.51,0.16,0.6665,0.309,0.317,1.33,9,M
0.645,0.51,0.16,0.5815,0.276,0.315,1.2415,9,F
0.645,0.5,0.175,0.554,0.308,0.415,1.3375,10,M
0.645,0.51,0.19,0.573,0.362,0.36,1.363,10,F
0.645,0.485,0.15,0.5695,0.2735,0.33,1.2215,9,M
0.645,0.48,0.19,0.6925,0.2905,0.35,1.371,12,F
0.65,0.495,0.155,0.615,0.3195,0.335,1.337,9,F
0.65,0.505,0.19,0.59,0.23,0.391,1.274,11,M
0.65,0.525,0.185,0.665,0.337,0.378,1.488,11,M
0.65,0.51,0.16,0.6385,0.2905,0.3665,1.3835,9,M
0.655,0.55,0.18,0.586,0.281,0.365,1.274,10,M
0.655,0.51,0.15,0.4795,0.223,0.305,1.043,9,F
0.655,0.505,0.19,0.5935,0.2745,0.425,1.3485,12,F
0.655,0.505,0.195,0.688,0.3805,0.363,1.4405,11,F
0.66,0.5,0.165,0.667,0.269,0.341,1.3195,9,M
0.66,0.535,0.175,0.711,0.3125,0.415,1.5175,12,F
0.66,0.53,0.195,0.6505,0.3295,0.495,1.5505,10,M
0.66,0.51,0.165,0.7685,0.3545,0.3925,1.6375,14,M
0.665,0.525,0.175,0.6635,0.3845,0.353,1.443,11,M
0.665,0.505,0.16,0.6145,0.253,0.3665,1.289,11,M
0.665,0.505,0.16,0.631,0.2925,0.32,1.2915,11,F
0.665,0.52,0.175,0.606,0.32,0.395,1.3725,12,M
0.665,0.5,0.175,0.6075,0.314,0.315,1.2975,9,M
0.67,0.505,0.16,0.6255,0.311,0.308,1.2585,12,M
0.67,0.52,0.165,0.711,0.2865,0.3,1.39,11,M
0.67,0.52,0.19,0.5235,0.3095,0.4275,1.32,13,F
0.67,0.55,0.155,0.858,0.339,0.354,1.566,10,F
0.67,0.54,0.195,0.74,0.3305,0.465,1.619,11,F
0.675,0.525,0.16,0.572,0.2755,0.3545,1.2835,13,M
0.675,0.51,0.195,0.6045,0.3175,0.3965,1.382,10,F
0.68,0.52,0.195,0.592,0.391,0.4125,1.4535,10,M
0.68,0.51,0.2,0.714,0.339,0.4705,1.6075,11,F
0.685,0.52,0.15,0.7185,0.293,0.32,1.3735,11,M
0.685,0.565,0.175,0.7775,0.375,0.438,1.638,11,F
0.69,0.55,0.2,0.687,0.3675,0.46,1.569,12,F
0.7,0.565,0.175,0.8445,0.3935,0.54,1.8565,10,M
0.7,0.535,0.175,0.6805,0.48,0.512,1.773,15,F
0.705,0.545,0.17,0.6435,0.4565,0.265,1.58,11,F
0.71,0.575,0.215,0.9895,0.4475,0.502,2.009,11,M
0.71,0.57,0.195,0.9925,0.4925,0.48,1.9805,12,F
0.71,0.54,0.205,0.802,0.287,0.435,1.5805,10,F
0.71,0.56,0.22,0.9215,0.454,0.566,2.015,11,M
0.72,0.57,0.2,0.919,0.366,0.485,1.8275,10,M
0.72,0.55,0.205,1.1455,0.4425,0.511,2.125,13,M
0.72,0.525,0.18,0.631,0.3215,0.435,1.445,7,F
0.725,0.565,0.21,1.03,0.487,0.503,2.1425,14,F
0.73,0.56,0.19,0.799,0.5195,0.5655,1.9425,11,F
0.735,0.59,0.215,0.7275,0.403,0.557,1.747,11,M
0.74,0.565,0.205,0.9655,0.5185,0.482,2.119,12,F
0.75,0.565,0.215,0.7735,0.4825,0.575,1.938,11,F
0.75,0.595,0.205,1.083,0.421,0.63,2.2205,12,M
0.77,0.62,0.195,1.1155,0.6415,0.642,2.5155,12,M
0.775,0.63,0.25,1.3485,0.76,0.578,2.7795,12,M
0.275,0.175,0.09,0.096,0.057,0.0705,0.2315,5,I
0.375,0.245,0.1,0.166,0.091,0.1125,0.394,6,I
0.375,0.27,0.135,0.272,0.131,0.1675,0.597,7,F
0.39,0.28,0.125,0.3035,0.0955,0.143,0.564,7,M
0.435,0.3,0.12,0.259,0.139,0.1645,0.5965,8,I
0.445,0.32,0.12,0.199,0.09,0.117,0.414,7,M
0.455,0.335,0.105,0.229,0.0865,0.1,0.422,6,I
0.455,0.325,0.135,0.4005,0.1715,0.211,0.82,8,I
0.455,0.345,0.11,0.207,0.0855,0.1215,0.434,8,I
0.465,0.325,0.14,0.362,0.1535,0.209,0.7615,10,I
0.465,0.36,0.115,0.295,0.1395,0.12,0.5795,7,M
0.485,0.365,0.105,0.195,0.123,0.182,0.5205,8,I
0.485,0.37,0.155,0.419,0.2455,0.2365,0.968,9,M
0.485,0.345,0.16,0.3085,0.185,0.319,0.869,9,I
0.49,0.355,0.16,0.3485,0.215,0.2825,0.8795,8,F
0.5,0.37,0.15,0.494,0.223,0.296,1.0615,9,M
0.515,0.35,0.155,0.4185,0.198,0.273,0.9225,9,M
0.515,0.395,0.135,0.472,0.2495,0.252,1.007,8,M
0.525,0.365,0.17,0.438,0.2225,0.276,0.9605,10,M
0.525,0.38,0.125,0.303,0.155,0.159,0.65,7,M
0.53,0.41,0.14,0.3495,0.1715,0.2105,0.7545,8,M
0.535,0.425,0.135,0.3765,0.1815,0.1795,0.771,8,F
0.535,0.385,0.18,0.4955,0.2295,0.304,1.0835,8,I
0.545,0.42,0.165,0.4235,0.2195,0.228,0.8935,8,I
0.545,0.415,0.2,0.567,0.318,0.403,1.358,10,F
0.545,0.385,0.15,0.5425,0.2445,0.2845,1.1185,9,F
0.55,0.38,0.165,0.543,0.294,0.3345,1.205,10,F
0.55,0.42,0.16,0.6325,0.311,0.344,1.3405,10,M
0.57,0.455,0.175,0.4805,0.2145,0.29,1.02,9,M
0.575,0.44,0.185,0.5075,0.2245,0.2485,1.025,10,M
0.575,0.45,0.13,0.403,0.1715,0.213,0.8145,10,I
0.58,0.43,0.17,0.6535,0.324,0.4155,1.48,10,F
0.585,0.455,0.145,0.3945,0.2685,0.258,0.953,10,M
0.585,0.45,0.15,0.3975,0.2035,0.253,0.8915,8,I
0.6,0.495,0.175,0.6195,0.284,0.3285,1.3005,11,M
0.6,0.465,0.165,0.4975,0.2205,0.251,1.038,9,M
0.605,0.475,0.175,0.5575,0.3055,0.343,1.2525,9,M
0.605,0.475,0.15,0.575,0.232,0.297,1.15,10,M
0.61,0.475,0.15,0.5195,0.2575,0.3005,1.1135,11,F
0.615,0.455,0.145,0.5045,0.238,0.315,1.1155,10,F
0.62,0.47,0.145,0.511,0.2715,0.2565,1.0865,10,M
0.625,0.495,0.175,0.5815,0.286,0.3185,1.254,9,M
0.625,0.49,0.185,0.5275,0.2535,0.344,1.169,11,M
0.635,0.495,0.195,0.445,0.3115,0.3475,1.172,11,M
0.635,0.475,0.15,0.533,0.307,0.291,1.1845,10,F
0.64,0.475,0.14,0.4895,0.2295,0.31,1.0725,8,F
0.645,0.5,0.16,0.672,0.326,0.315,1.3815,9,M
0.65,0.525,0.19,0.777,0.3685,0.3965,1.6125,11,M
0.65,0.485,0.16,0.5715,0.2785,0.3075,1.7395,10,M
0.655,0.52,0.2,0.713,0.314,0.466,1.5475,9,F
0.655,0.545,0.19,0.6325,0.333,0.378,1.4245,10,M
0.665,0.515,0.185,0.5595,0.293,0.4375,1.3405,11,F
0.675,0.53,0.175,0.6775,0.33,0.389,1.4465,10,F
0.685,0.535,0.175,0.7175,0.3775,0.4215,1.5845,9,F
0.695,0.55,0.185,0.805,0.4015,0.3965,1.679,10,F
0.695,0.53,0.19,0.7625,0.436,0.455,1.726,11,M
0.705,0.545,0.18,0.6075,0.3675,0.4645,1.5395,13,F
0.72,0.55,0.195,1.0715,0.4265,0.5015,2.073,9,F
0.72,0.56,0.18,0.691,0.375,0.4425,1.5865,11,M
0.73,0.575,0.21,0.9285,0.409,0.643,2.069,11,M
0.185,0.135,0.04,0.0105,0.0055,0.009,0.027,5,I
0.24,0.18,0.055,0.0235,0.013,0.018,0.0555,4,I
0.31,0.215,0.075,0.0565,0.0275,0.036,0.1275,7,I
0.34,0.26,0.085,0.0815,0.0335,0.06,0.1885,6,I
0.35,0.265,0.08,0.09,0.042,0.06,0.2,7,I
0.365,0.27,0.085,0.0815,0.0325,0.065,0.197,6,I
0.365,0.275,0.085,0.098,0.0375,0.075,0.223,7,I
0.365,0.27,0.075,0.095,0.0445,0.07,0.2215,6,I
0.39,0.31,0.105,0.1185,0.0525,0.081,0.2665,8,I
0.405,0.3,0.09,0.103,0.067,0.11,0.269,6,I
0.41,0.315,0.095,0.114,0.0345,0.11,0.2805,7,I
0.41,0.335,0.105,0.1405,0.064,0.105,0.3305,7,I
0.415,0.31,0.09,0.1245,0.0615,0.085,0.2815,6,I
0.415,0.31,0.1,0.114,0.0565,0.0975,0.2805,6,I
0.415,0.31,0.095,0.1125,0.0625,0.115,0.311,8,I
0.42,0.325,0.1,0.1675,0.0625,0.1135,0.368,11,I
0.43,0.34,0.1,0.1395,0.0665,0.12,0.3405,8,I
0.435,0.335,0.1,0.135,0.0785,0.098,0.3245,7,I
0.435,0.33,0.11,0.1515,0.0945,0.11,0.38,7,I
0.435,0.33,0.105,0.156,0.0555,0.105,0.335,8,I
0.435,0.345,0.12,0.13,0.056,0.1185,0.3215,7,I
0.445,0.33,0.11,0.1525,0.067,0.1185,0.358,8,I
0.465,0.37,0.11,0.1635,0.096,0.166,0.445,7,I
0.47,0.375,0.12,0.196,0.099,0.135,0.487,8,I
0.475,0.34,0.105,0.203,0.08,0.1465,0.4535,9,I
0.485,0.385,0.13,0.2505,0.178,0.154,0.568,7,I
0.485,0.36,0.12,0.2465,0.1025,0.147,0.5155,8,I
0.485,0.37,0.115,0.1885,0.0965,0.15,0.457,9,I
0.495,0.38,0.135,0.2065,0.1165,0.165,0.5095,8,I
0.495,0.38,0.145,0.205,0.148,0.1505,0.5,8,I
0.495,0.375,0.14,0.181,0.0975,0.191,0.494,8,I
0.5,0.38,0.11,0.28,0.106,0.15,0.5605,9,I
0.505,0.405,0.13,0.2245,0.1175,0.225,0.599,11,I
0.505,0.4,0.145,0.334,0.1425,0.207,0.7045,8,I
0.51,0.4,0.12,0.347,0.1105,0.195,0.7005,10,F
0.515,0.415,0.135,0.285,0.152,0.245,0.7125,10,I
0.515,0.42,0.15,0.2555,0.1335,0.235,0.6725,10,I
0.515,0.385,0.11,0.253,0.16,0.14,0.5785,8,M
0.52,0.41,0.11,0.2165,0.0915,0.184,0.5185,8,I
0.52,0.415,0.14,0.308,0.1335,0.168,0.6375,9,I
